feature,importance
feat_shannon_50,0.05174581213447582
trend_strength,0.043181842055861876
feat_vwap_dist_60,0.04244381507596191
feat_serial_corr_lag5_20,0.041860220009757455
feat_serial_corr_lag1_20,0.04028421787539114
feat_cs_spread_20,0.040264074437616496
feat_hl_vol_20,0.03758032943534019
feat_adx_14,0.03443556339378628
feat_lz_entropy_50,0.03424185096889108
feat_roc_20,0.03408931070431465
feat_cross_ma_ratio_10_40,0.03360366963728394
feat_cs_spread_60,0.03284340749910895
feat_shannon_100,0.03250380479824591
feat_cross_ma_ratio_5_20,0.032354093464840666
feat_ljung_box_20,0.029346269226408206
feat_rsi_21,0.029228829205308837
feat_ewm_vol_40,0.02847471171283185
feat_serial_corr_lag10_20,0.02737286565058073
feat_cos_time,0.027251748357407325
feat_roc_5,0.026910850448458635
feat_sadf_10_60,0.026727225034519145
feat_rsi_7,0.02631458118006168
feat_sin_time,0.025938154918927033
feat_ewm_vol_10,0.025732431231377063
feat_vwap_dist_20,0.025644235797986338
feat_ewm_vol_20,0.02555492682100906
feat_roc_10,0.02540555552800424
feat_stoch_k_14,0.025196978896540705
feat_adf_test_100,0.025175086197211212
feat_lz_entropy_100,0.024543425635164387
feat_rsi_14,0.02445295020086781
feat_cos_dow,0.00616463123245221
feat_sin_dow,0.005426332563390412
feat_us_sess,0.00248555200857722
feat_eu_sess,0.0024018920249141073
feat_cross_ma_sig_5_20,0.0017574629758473669
feat_cross_ma_sig_10_40,0.0010612916612780265
feat_amihud_60,0.0
feat_asia_sess,0.0
feat_amihud_20,0.0
