combo_id,base_combo_id,uniqueness,turnover,avg_inter_event_time,regime_stability,oos_recall,oos_unreliable,low_info,net_pnl,sharpe,mdd,trade_count
rate=0.15_fast=5_slow=20_vb=10,rate=0.15_fast=5_slow=20,0.5201243971695146,1774.2724810565805,13.577233655674023,0.9131645569620253,0.05555555555555555,False,False,18661.76275,0.2552298768564033,-1104.3010000000031,254
rate=0.15_fast=5_slow=20_vb=20,rate=0.15_fast=5_slow=20,0.30776315649379926,1774.2724810565805,13.577233655674023,0.9131645569620253,0.05555555555555555,False,False,18661.76275,0.2552298768564033,-1104.3010000000031,254
rate=0.15_fast=5_slow=20_vb=30,rate=0.15_fast=5_slow=20,0.21346327004129934,1774.2724810565805,13.577233655674023,0.9131645569620253,0.05555555555555555,False,False,18661.76275,0.2552298768564033,-1104.3010000000031,254
rate=0.15_fast=5_slow=30_vb=10,rate=0.15_fast=5_slow=30,0.5201243971695146,1774.2724810565805,13.577233655674023,0.9305063291139241,0.04895104895104895,False,False,14932.542249999999,0.2382303439755052,-1202.5867500000022,210
rate=0.15_fast=5_slow=30_vb=20,rate=0.15_fast=5_slow=30,0.30776315649379926,1774.2724810565805,13.577233655674023,0.9305063291139241,0.04895104895104895,False,False,14932.542249999999,0.2382303439755052,-1202.5867500000022,210
rate=0.15_fast=5_slow=30_vb=30,rate=0.15_fast=5_slow=30,0.21346327004129934,1774.2724810565805,13.577233655674023,0.9305063291139241,0.04895104895104895,False,False,14932.542249999999,0.2382303439755052,-1202.5867500000022,210
rate=0.15_fast=5_slow=40_vb=10,rate=0.15_fast=5_slow=40,0.5201243971695146,1774.2724810565805,13.577233655674023,0.9178481012658228,0.0456140350877193,False,False,12607.905749999998,0.21142687342128308,-2060.500250000001,187
rate=0.15_fast=5_slow=40_vb=20,rate=0.15_fast=5_slow=40,0.30776315649379926,1774.2724810565805,13.577233655674023,0.9178481012658228,0.0456140350877193,False,False,12607.905749999998,0.21142687342128308,-2060.500250000001,187
rate=0.15_fast=5_slow=40_vb=30,rate=0.15_fast=5_slow=40,0.21346327004129934,1774.2724810565805,13.577233655674023,0.9178481012658228,0.0456140350877193,False,False,12607.905749999998,0.21142687342128308,-2060.500250000001,187
rate=0.15_fast=5_slow=50_vb=10,rate=0.15_fast=5_slow=50,0.5201243971695146,1774.2724810565805,13.577233655674023,0.9041772151898734,0.0456140350877193,False,False,11666.997749999999,0.2059903642400952,-2431.7422499999993,173
rate=0.15_fast=5_slow=50_vb=20,rate=0.15_fast=5_slow=50,0.30776315649379926,1774.2724810565805,13.577233655674023,0.9041772151898734,0.0456140350877193,False,False,11666.997749999999,0.2059903642400952,-2431.7422499999993,173
rate=0.15_fast=5_slow=50_vb=30,rate=0.15_fast=5_slow=50,0.21346327004129934,1774.2724810565805,13.577233655674023,0.9041772151898734,0.0456140350877193,False,False,11666.997749999999,0.2059903642400952,-2431.7422499999993,173
rate=0.15_fast=5_slow=60_vb=10,rate=0.15_fast=5_slow=60,0.5201243971695146,1774.2724810565805,13.577233655674023,0.910506329113924,0.04895104895104895,False,False,9306.989249999999,0.16871171631426865,-2611.7332499999993,161
rate=0.15_fast=5_slow=60_vb=20,rate=0.15_fast=5_slow=60,0.30776315649379926,1774.2724810565805,13.577233655674023,0.910506329113924,0.04895104895104895,False,False,9306.989249999999,0.16871171631426865,-2611.7332499999993,161
rate=0.15_fast=5_slow=60_vb=30,rate=0.15_fast=5_slow=60,0.21346327004129934,1774.2724810565805,13.577233655674023,0.910506329113924,0.04895104895104895,False,False,9306.989249999999,0.16871171631426865,-2611.7332499999993,161
rate=0.15_fast=8_slow=20_vb=10,rate=0.15_fast=8_slow=20,0.5201243971695146,1774.2724810565805,13.577233655674023,0.9394936708860759,0.05226480836236934,False,False,13847.96025,0.21209674028614978,-1961.4542500000025,226
rate=0.15_fast=8_slow=20_vb=20,rate=0.15_fast=8_slow=20,0.30776315649379926,1774.2724810565805,13.577233655674023,0.9394936708860759,0.05226480836236934,False,False,13847.96025,0.21209674028614978,-1961.4542500000025,226
rate=0.15_fast=8_slow=20_vb=30,rate=0.15_fast=8_slow=20,0.21346327004129934,1774.2724810565805,13.577233655674023,0.9394936708860759,0.05226480836236934,False,False,13847.96025,0.21209674028614978,-1961.4542500000025,226
rate=0.15_fast=8_slow=30_vb=10,rate=0.15_fast=8_slow=30,0.5201243971695146,1774.2724810565805,13.577233655674023,0.9141772151898734,0.05226480836236934,False,False,10654.79875,0.1770039875115554,-1857.2350000000024,198
rate=0.15_fast=8_slow=30_vb=20,rate=0.15_fast=8_slow=30,0.30776315649379926,1774.2724810565805,13.577233655674023,0.9141772151898734,0.05226480836236934,False,False,10654.79875,0.1770039875115554,-1857.2350000000024,198
rate=0.15_fast=8_slow=30_vb=30,rate=0.15_fast=8_slow=30,0.21346327004129934,1774.2724810565805,13.577233655674023,0.9141772151898734,0.05226480836236934,False,False,10654.79875,0.1770039875115554,-1857.2350000000024,198
rate=0.15_fast=8_slow=40_vb=10,rate=0.15_fast=8_slow=40,0.5201243971695146,1774.2724810565805,13.577233655674023,0.9241772151898734,0.0456140350877193,False,False,10698.02975,0.18966170703393476,-1663.6947499999987,171
rate=0.15_fast=8_slow=40_vb=20,rate=0.15_fast=8_slow=40,0.30776315649379926,1774.2724810565805,13.577233655674023,0.9241772151898734,0.0456140350877193,False,False,10698.02975,0.18966170703393476,-1663.6947499999987,171
rate=0.15_fast=8_slow=40_vb=30,rate=0.15_fast=8_slow=40,0.21346327004129934,1774.2724810565805,13.577233655674023,0.9241772151898734,0.0456140350877193,False,False,10698.02975,0.18966170703393476,-1663.6947499999987,171
rate=0.15_fast=8_slow=50_vb=10,rate=0.15_fast=8_slow=50,0.5201243971695146,1774.2724810565805,13.577233655674023,0.8915189873417722,0.0456140350877193,False,False,6264.1317500000005,0.12351312625625399,-1843.6857500000006,165
rate=0.15_fast=8_slow=50_vb=20,rate=0.15_fast=8_slow=50,0.30776315649379926,1774.2724810565805,13.577233655674023,0.8915189873417722,0.0456140350877193,False,False,6264.1317500000005,0.12351312625625399,-1843.6857500000006,165
rate=0.15_fast=8_slow=50_vb=30,rate=0.15_fast=8_slow=50,0.21346327004129934,1774.2724810565805,13.577233655674023,0.8915189873417722,0.0456140350877193,False,False,6264.1317500000005,0.12351312625625399,-1843.6857500000006,165
rate=0.15_fast=8_slow=60_vb=10,rate=0.15_fast=8_slow=60,0.5201243971695146,1774.2724810565805,13.577233655674023,0.9015189873417722,0.04225352112676056,False,False,6385.965249999999,0.12850855949858916,-1843.6857500000006,157
rate=0.15_fast=8_slow=60_vb=20,rate=0.15_fast=8_slow=60,0.30776315649379926,1774.2724810565805,13.577233655674023,0.9015189873417722,0.04225352112676056,False,False,6385.965249999999,0.12850855949858916,-1843.6857500000006,157
rate=0.15_fast=8_slow=60_vb=30,rate=0.15_fast=8_slow=60,0.21346327004129934,1774.2724810565805,13.577233655674023,0.9015189873417722,0.04225352112676056,False,False,6385.965249999999,0.12850855949858916,-1843.6857500000006,157
rate=0.15_fast=10_slow=20_vb=10,rate=0.15_fast=10_slow=20,0.5201243971695146,1774.2724810565805,13.577233655674023,0.9368354430379747,0.05226480836236934,False,False,11451.29475,0.18047453799896668,-1727.5535000000018,218
rate=0.15_fast=10_slow=20_vb=20,rate=0.15_fast=10_slow=20,0.30776315649379926,1774.2724810565805,13.577233655674023,0.9368354430379747,0.05226480836236934,False,False,11451.29475,0.18047453799896668,-1727.5535000000018,218
rate=0.15_fast=10_slow=20_vb=30,rate=0.15_fast=10_slow=20,0.21346327004129934,1774.2724810565805,13.577233655674023,0.9368354430379747,0.05226480836236934,False,False,11451.29475,0.18047453799896668,-1727.5535000000018,218
rate=0.15_fast=10_slow=30_vb=10,rate=0.15_fast=10_slow=30,0.5201243971695146,1774.2724810565805,13.577233655674023,0.9405063291139241,0.0456140350877193,False,False,9214.198250000001,0.15863593035451964,-2287.432500000001,189
rate=0.15_fast=10_slow=30_vb=20,rate=0.15_fast=10_slow=30,0.30776315649379926,1774.2724810565805,13.577233655674023,0.9405063291139241,0.0456140350877193,False,False,9214.198250000001,0.15863593035451964,-2287.432500000001,189
