target_bars,n_bars,actual_bars_per_day,AC1,Ljung_Box_p,VoV_ratio,JB_stat,Skewness,Kurtosis,independence,identically_dist,normality,weighted_score
4,3050,3.966189856957087,0.026329673975736465,0.2034250359059544,1.12333749880482e-05,4698.390488035609,-0.28675472350214126,9.05426742514559,0.1316483698786823,3.37001249641446e-05,0.054409012654302806,0.18609108265794927
6,4575,5.949284785435631,0.016910398551934942,0.3918499912567779,6.564330492088631e-06,8141.886248124444,-0.14918211351945238,9.529307091874399,0.0845519927596747,1.9692991476265892e-05,0.054128124550911136,0.1386998103020621
8,6101,7.933680104031209,-0.0005759927346018545,0.17983131816130868,4.896457888670321e-06,20782.478135198027,-0.34229747565857754,12.01656568999166,0.002879963673009272,1.4689373666010963e-05,0.06612394285394349,0.06901859590061878
10,7626,9.916775032509753,0.000990859376162884,0.6348155618113646,3.969335647371052e-06,45134.02895744679,-0.28479637633920185,14.905325278838255,0.00495429688081442,1.1908006942113154e-05,0.0715018613246544,0.07646806621241094
12,9151,11.899869960988296,-0.00893849280345766,0.34901764663232454,3.3558989868839926e-06,87345.94605924802,-0.3660814914917974,18.118467454655942,0.044692464017288304,1.0067696960651978e-05,0.08013821055965102,0.12484074227389998
15,11439,14.87516254876463,0.0026801183041144597,0.34780843728921795,2.5951498695421836e-06,151294.66592148083,-0.3628858508084867,20.80253217754803,0.013400591520572299,7.78544960862655e-06,0.0855646060301012,0.09897298300028212
20,15252,19.833550065019505,0.0022876993092833414,0.21431422297022404,1.9413258822274423e-06,339005.0661924106,-0.4931882641610531,26.076140247382487,0.011438496546416706,5.823977646682327e-06,0.09832552740110799,0.10976984792517137
25,19065,24.791937581274382,0.009512753784141355,0.2233405485580307,1.5062870627994813e-06,713758.8307636618,-0.4690199110602279,32.96136584941977,0.047563768920706774,4.518861188398444e-06,0.10863875228292745,0.1562070400648226
30,22878,29.75032509752926,1.0341456381969103e-05,0.9019013289326645,1.288142365263291e-06,1262785.2144783675,-0.5159116845779808,39.38281075853165,5.1707281909845516e-05,3.864427095789872e-06,0.11939545981205132,0.11945103152105696
