,mean,std
IMIN30,-0.0003673235452916979,0.0012962257600728083
QTLU50,-0.00039214839644912124,0.0006113414308055293
MA20,-0.00042416408830905363,0.0008758519025415642
VSTD30,-0.00045923438864750035,0.0009192605229662007
FFD_VOLUME_D0_MA50,-0.00045930964777995964,0.0008129392607040653
CNTN20,-0.0004782222293032712,0.0010527122747997371
ROC30,-0.0004998317878581072,0.0007494902276725813
WVMA5,-0.0005098105220027405,0.001758129541580254
STD5,-0.0005130143796777231,0.0004667101544822979
VSTD20,-0.0005168058358278494,0.0011843378650057345
FFD_VOLUME_D0_STD10,-0.0005551195594009961,0.0010138730093209377
SUMN50,-0.0005626061776679237,0.0006044379159262216
FFD_VOLUME_D0_STD30,-0.0005847600338663384,0.0003606340515676855
VSUMN20,-0.0005914592816362418,0.0006997983542843725
RSQR50,-0.0006217541425599827,0.0007745706146640079
SUMN20,-0.0006257028435911582,0.00046745578911302116
FFD_CLOSE_D20_STD10,-0.0006766455640323966,0.0015026513494277411
CNTD50,-0.000709858787223605,0.0009805320129932463
VSTD10,-0.0007477298000234444,0.0002974175862080012
RSQR10,-0.0008861153128826071,0.0006374961890787253
