Feature,Importance
PC_9,235
PC_1,220
PC_31,204
PC_22,198
PC_12,193
PC_15,184
PC_23,182
PC_38,176
PC_35,166
PC_25,160
PC_18,154
PC_30,153
PC_21,152
PC_26,148
PC_2,146
PC_14,146
PC_28,140
PC_47,139
PC_46,133
PC_20,132
PC_7,131
PC_48,130
PC_29,127
PC_39,126
PC_45,126
PC_13,124
PC_10,124
PC_27,123
PC_37,123
PC_16,123
PC_42,122
PC_36,122
PC_8,119
PC_44,116
PC_40,116
PC_34,116
PC_5,111
PC_4,108
PC_41,107
PC_43,107
PC_11,105
PC_6,105
PC_24,100
PC_17,94
PC_49,91
PC_33,84
PC_32,84
PC_19,83
PC_3,76
