timestamp,open,high,low,close,volume,vwap,trades,median_trade_size,volatility,daily_vol_est,t1,event_idx,touch_idx,bin,ret,vertical_touch_weights,avg_uniqueness,return_attribution,trend_confidence,trend_weighted_uniqueness,prob,side,bin_new,touch_idx_new,ret_new,max_rb_ratio_new
2023-02-17 15:05:21.612,23809.0,24065.5,23701.099609375,23980.099609375,27763.348,23871.539997084,76211,0.0480000004172325,0.0067210093725457,0.0300572676688512,2023-02-17 20:09:09.274,1114,1125,0,-0.0365263790414367,1.0,0.3349897787397788,0.017393711892559,7.24246686595079,0.0266021789177737,0.34164467,-1,0,1,-0.011583989802897321,1.0
2023-02-17 15:42:09.405,24092.30078125,24293.599609375,24000.599609375,24259.5,27462.062,24136.135080688608,79009,0.0399999991059303,0.006657097364653,0.0297714444803977,2023-02-19 15:21:48.673,1116,1150,0,-0.0310270711170943,1.0,0.1015006471616186,0.0053500005422939,7.23444270072516,0.0080514301506405,0.65729994,1,1,2,0.00026790038387503046,1.0
2023-02-17 16:08:27.037,24259.5,24285.5,24090.0,24266.0,27424.336,24168.90267638009,85191,0.0340000018477439,0.0065252919977324,0.0291819929599301,2023-02-19 15:21:48.673,1117,1150,1,0.0307591707332193,1.0,0.0897800779604897,0.0018899060345831,7.329887504694558,0.0072156660387973,0.29695982,-1,1,3,0.008637676357043489,1.0
2023-02-17 16:27:26.610,24266.0,24330.0,23992.0,24057.30078125,27433.36,24158.58568159653,79531,0.0399999991059303,0.0066352949490441,0.0296739411136474,2023-02-17 20:09:09.274,1118,1125,0,-0.0333121652117078,1.0,0.1483180014430014,0.0020240571603104,6.690452955164787,0.0108804917285331,0.40647876,1,1,4,0.0009431031679820734,1.0
2023-02-17 16:55:51.299,24057.19921875,24182.80078125,23916.0,24080.0,27560.643,24045.70269908284,82751,0.0350000001490116,0.0065064411090672,0.0290976892229471,2023-02-17 20:09:09.274,1119,1125,0,-0.0323690620437258,1.0,0.1337920016491445,0.0041834762495713,6.1595648102758425,0.0090360644003181,0.6872667,1,1,5,0.013537488967234168,1.0
2023-02-17 17:15:17.338,24080.0,24431.0,24020.400390625,24408.19921875,27317.314,24262.802490455244,77692,0.0429999977350235,0.0069041404149456,0.0308762545880439,2023-02-19 17:07:45.212,1120,1156,1,0.0051815601340123,0.6279730055382053,0.0683354588843214,0.0029290923073052,6.1166829730831065,0.0045831199506282,0.6543353,1,1,6,0.003439704928215548,1.0
2023-02-17 17:32:52.701,24408.30078125,24507.69921875,24296.80078125,24492.30078125,27155.617,24405.181204980287,77283,0.0399999991059303,0.0067906127946304,0.030368543635347,2023-02-19 17:17:03.439,1121,1157,1,0.0031266713280491,0.5123498072168524,0.064957080505943,0.0007305448178601,7.59851673175637,0.0054119585104164,0.4512206,1,0,7,-0.00787008623695229,1.0
2023-02-17 17:59:56.520,24493.5,24530.0,24278.5,24300.30078125,27173.082,24396.06824763089,81002,0.0339999981224536,0.0068645649409375,0.0306992676877965,2023-02-19 16:20:08.064,1122,1153,1,0.0312709033488864,1.0,0.065377392968537,0.0010953450321112,8.987632203847422,0.0064427610900311,0.6888305,1,1,8,0.0030692887847934003,1.0
2023-02-17 19:00:49.721,24300.400390625,24419.599609375,24201.0,24375.0,27234.902,24334.31060534069,90768,0.025000000372529,0.0067496236667222,0.0301852346826645,2023-02-19 18:54:05.095,1123,1160,1,0.0041840232160037,0.6930947106934494,0.0594920990368153,0.0010545326108069,9.801581666286372,0.0063937344100581,0.4109657,1,1,9,0.005967814171617292,1.0
2023-02-17 19:50:28.019,24375.0,24562.900390625,24240.0,24520.900390625,27129.664,24425.88288960029,81982,0.0359999984502792,0.0067034519746222,0.0299787485983208,2023-02-19 18:54:05.095,1124,1160,0,-0.0017837909556135,0.3154795042877659,0.0580969906023749,0.0007135005236075,9.8413798576547,0.00626915155383,0.32237276,-1,0,10,-0.014224851428817686,1.0
2023-02-17 20:09:09.274,24520.900390625,24880.0,24505.5,24872.19921875,26857.996,24677.143979656183,76982,0.0599999986588954,0.007087287791038,0.0316953145537309,2023-02-19 20:06:59.269,1125,1161,0,-0.0197414853462731,0.773137133965243,0.0565204140257983,3.881601696419013e-05,9.315771428248578,0.0057732889697134,0.14512229,-1,0,11,-0.0036920847971568804,1.0
2023-02-17 20:20:49.494,24872.30078125,25039.900390625,24804.400390625,24964.19921875,26596.908,24919.48120127691,78999,0.0509999990463256,0.0069639681743453,0.0311438124619626,2023-02-17 22:15:43.616,1126,1130,0,-0.0343889252991918,1.0,0.0924553224553224,0.0025217032954972,10.18874684364705,0.0103288465717187,0.19447264,-1,1,12,0.005273364650633994,1.0
2023-02-17 20:42:04.425,24964.19921875,25043.19921875,24774.19921875,24832.900390625,26609.814,24907.07366703686,76877,0.0460000000894069,0.006946915493531,0.0310675505549637,2023-02-19 20:06:59.269,1127,1161,0,-0.018160205492796,0.7161129087275756,0.0539781461981239,0.0017422159728033,11.788617671797534,0.0069771809320822,0.21679199,-1,1,13,0.0056941321821568636,1.0
2023-02-17 21:30:50.061,24833.0,24849.19921875,24682.80078125,24691.900390625,26754.217,24776.79751921692,75929,0.0399999991059303,0.0069365028257681,0.0310209836890737,2023-02-19 20:47:06.483,1128,1162,0,-0.0084962712934952,0.5058039978759847,0.0523632393658257,0.001042279420038,12.73314537183144,0.0073107400200413,0.46303308,1,0,14,-0.01330707312431656,1.0
2023-02-17 22:04:57.216,24691.900390625,24741.0,24326.69921875,24365.5,26993.844,24550.086982340228,72709,0.050000000745058,0.0073390970831768,0.0328214399429076,2023-02-19 20:47:06.483,1129,1162,1,0.0048108018308212,0.665911366817109,0.0512295378498473,0.0005246310398419,10.991502511204247,0.0061741423544925,0.25491482,-1,1,15,0.01011435534208438,1.0
2023-02-17 22:15:43.616,24365.5,24437.900390625,24031.099609375,24120.30078125,27361.799,24222.588148984243,78993,0.0649999976158142,0.0074743154823404,0.0334261550075846,2023-02-19 15:21:48.673,1130,1150,0,-0.0367815223805898,1.0,0.0546329414488463,0.0015202247078049,9.386284253845297,0.0056227325052861,0.20880252,-1,0,16,-0.022712442763356933,1.0
2023-02-17 22:40:03.316,24120.19921875,24678.099609375,24115.599609375,24674.400390625,27143.166,24417.781835000977,92509,0.0509999990463256,0.0085914377947918,0.038422077867231,2023-02-19 20:47:06.483,1131,1162,0,-0.0077872855904512,0.2160616718622565,0.04942337114495,0.0013623190545241,8.589624910799282,0.0046548501194617,0.15128045,-1,1,17,0.0028288348978922073,1.0
2023-02-17 23:22:13.574,24674.400390625,24750.0,24472.80078125,24604.69921875,26910.973,24628.017424937265,97598,0.0370000004768371,0.0084500483016149,0.0377897648311355,2023-02-19 23:01:30.957,1132,1163,0,-0.006127275043779,0.1577096933158371,0.0485820249911038,0.0004432331448333,8.437558299809085,0.0044946050641586,0.24794024,-1,0,18,-0.005415231704018808,1.0
2023-02-18 00:29:19.240,24604.599609375,24799.19921875,24520.0,24738.30078125,25574.229,24637.957687466263,89449,0.0280000008642673,0.0083366979010525,0.0372828464292666,2023-02-20 00:02:38.115,1133,1164,0,-0.0162973155182939,0.3215107713917383,0.047912382133961,0.0004789139477945,8.702369395996703,0.0045717704387327,0.22235507,-1,1,19,0.007449431422923425,1.0
2023-02-18 02:33:19.924,24738.19921875,24747.5,24542.400390625,24554.69921875,25572.043,24641.609984937106,94695,0.0209999997168779,0.0083291468362874,0.0372490770410323,2023-02-20 01:49:02.707,1134,1167,0,-0.014261402594391,0.444948366829311,0.0479900335461015,0.00099345346609,9.101463292264611,0.0047891827817594,0.32223883,-1,0,20,-0.003877691299939201,1.0
2023-02-18 06:01:02.478,24554.69921875,24663.900390625,24502.599609375,24650.099609375,25605.336,24605.760320568017,95500,0.0199999995529651,0.0081917972099273,0.0366348308385813,2023-02-20 04:18:30.475,1135,1169,0,-0.0068672799214688,0.5545545158288478,0.0485236516352605,0.0001982219503308,10.529809251186071,0.0056023871496676,0.28429672,-1,1,21,0.006381298768978638,1.0
2023-02-18 08:09:21.502,24650.099609375,24684.80078125,24430.599609375,24493.30078125,25650.27,24564.983398467448,86181,0.0260000005364418,0.0081449363376734,0.0364252626468922,2023-02-20 06:39:25.614,1136,1170,0,-0.0025877573901826,0.3905699277278519,0.0486286936520673,0.0001612385527566,11.462136999094408,0.006111633954107,0.5388643,1,1,22,0.004346800278485219,1.0
2023-02-18 13:18:49.078,24497.400390625,24657.19921875,24453.5,24600.0,25640.988,24572.92442292284,95212,0.025000000372529,0.0078623354034961,0.035161432848241,2023-02-20 12:26:20.612,1138,1177,1,0.0096363162796517,0.3024757516833383,0.0509304174030752,0.0011894670314276,11.082088876805631,0.0061886796338507,0.51324356,1,0,23,-0.0023157031813028084,1.0
2023-02-18 20:07:19.464,24763.0,24800.5,24516.69921875,24543.099609375,25539.705,24671.167515997928,88462,0.0289999991655349,0.0075455556796633,0.0337447508554737,2023-02-20 20:01:22.259,1142,1187,1,0.013332035724364,0.3659294115591747,0.0521833650082229,0.0007166009813664,9.641284402258972,0.0055165316216051,0.6031993,1,1,24,0.007218315738127146,1.0
2023-02-19 00:38:16.378,24542.69921875,24735.0,24542.400390625,24720.900390625,25740.559,24634.081167893542,107568,0.0230000000447034,0.007520344174457,0.0336320015765611,2023-02-20 22:47:01.269,1143,1188,1,0.0001334339765097,0.2176855012789973,0.0522405732462092,0.0008480434054378,9.451419267608868,0.0054138235882684,0.54273057,1,0,25,-0.003261667342323804,1.0
2023-02-19 07:36:04.937,24746.599609375,24767.5,24569.0,24640.400390625,25694.87,24660.76870698122,72065,0.0299999993294477,0.0071468922655875,0.0319618738674423,2023-02-21 06:14:53.944,1146,1192,1,0.0136200910623998,0.2976406636047673,0.0524008682003372,0.0009807850975547,8.201961629657578,0.0047125432925676,0.25134447,-1,0,26,-0.0024603730883701047,1.0
2023-02-19 13:21:55.978,24646.69921875,24718.69921875,24623.400390625,24701.099609375,25689.906,24676.6078578494,74213,0.0299999993294477,0.0068762457103056,0.0307515056764693,2023-02-20 01:15:53.919,1148,1166,0,-0.0317984399135404,1.0,0.0443386289730984,0.0014662003883175,7.170976586415847,0.003486259425558,0.1689339,-1,0,27,-0.01298760312171332,1.0
2023-02-19 15:21:48.673,24796.30078125,25073.5,24783.80078125,25024.0,25443.445,24918.71069321945,62118,0.050000000745058,0.0068492646710143,0.0306308428005515,2023-02-20 01:05:47.656,1150,1165,0,-0.0342392479170481,1.0,0.0439278656126482,0.0011740362791916,6.893338458375991,0.0033202351407687,0.10594867,-1,1,28,0.0061167997040172395,1.0
2023-02-19 15:34:52.772,25024.099609375,25035.69921875,24737.80078125,24871.400390625,25483.125,24876.21982743841,77004,0.0439999960362911,0.0068529938762466,0.0306475203133543,2023-02-20 01:15:53.919,1151,1166,0,-0.0386692433312365,1.0,0.0446131726301921,0.002110171602661,6.920526277774773,0.0033853327914489,0.1265189,-1,0,29,-0.005393247987012018,1.0
2023-02-19 16:11:04.308,24871.19921875,25005.900390625,24832.099609375,25005.900390625,25433.428,24925.72902462983,78859,0.0320000015199184,0.0067821392316702,0.0303306487097658,2023-02-20 01:05:47.656,1152,1165,0,-0.0335156962000429,1.0,0.0439803312629399,0.0012770407725728,6.923880168630782,0.0033389289386727,0.1444579,-1,1,30,0.003661849345885315,1.0
2023-02-19 16:40:05.142,25072.30078125,25146.599609375,24870.80078125,24914.5,25342.846,25013.016692150613,75494,0.0379999987781047,0.0066763056195397,0.0298573464077094,2023-02-20 01:15:53.919,1154,1166,0,-0.0404006419723632,1.0,0.0447230534530305,0.0021817468520053,6.6552976345155574,0.0032636085845529,0.2276133,-1,1,31,0.008156976881922517,1.0
2023-02-19 16:55:05.699,24914.5,24983.5,24650.0,24712.099609375,25557.326,24805.249682618407,72768,0.0430000014603138,0.0067655195533838,0.0302563232489407,2023-02-20 01:15:53.919,1155,1166,0,-0.0322436650904407,1.0,0.0448267861683193,0.0019074134542664,6.015466289824578,0.0029566916713653,0.4167039,1,0,32,-0.005807500753968853,1.0
2023-02-19 17:17:03.439,24535.099609375,24578.099609375,24407.0,24569.0,25872.504,24503.8582584083,74378,0.050000000745058,0.0066617659678028,0.0297923231084035,2023-02-21 16:46:21.942,1157,1208,1,0.0073942776185482,0.4963958806576957,0.0520165575096614,0.0003111464508078,5.556048068343654,0.0031688868943773,0.15558833,-1,1,33,0.006844961953479611,1.0
2023-02-19 18:09:53.271,24471.099609375,24507.0,24310.0,24401.400390625,25991.72,24390.175954273516,70955,0.0450000017881393,0.0064687326506318,0.0289290518701703,2023-02-21 08:26:08.208,1159,1194,0,-0.030308851006719,1.0,0.0555992365587645,0.001827648717606,6.135975084364393,0.0037406885714378,0.16955945,-1,0,34,-0.0031015163892753606,1.0
2023-02-19 18:54:05.095,24401.400390625,24527.400390625,24259.19921875,24477.19921875,25961.65,24419.424845195856,78308,0.0290000010281801,0.0063744895364028,0.0285075838505158,2023-02-21 18:16:12.943,1160,1210,0,-0.0071646377178495,0.5313901134118842,0.0521839750908397,0.0009965375768155,5.714043432548638,0.0032694886378281,0.21669862,-1,1,35,0.0037328429618419534,1.0
2023-02-19 20:06:59.269,24477.19921875,24562.400390625,24386.0,24386.0,25885.799,24502.97079676531,73492,0.0260000005364418,0.0062884166000164,0.0281226539769498,2023-02-21 02:41:12.116,1161,1190,0,-0.0286235460414268,1.0,0.0572424756833829,0.001705126379931,7.16965646979921,0.0045000350101651,0.17862584,-1,0,36,-0.00396980201714392,1.0
2023-02-19 20:47:06.483,24385.900390625,24485.19921875,24242.400390625,24483.0,25995.139,24374.67536043134,78559,0.0309999994933605,0.0062193161596844,0.0278136274132347,2023-02-21 19:32:03.139,1162,1211,0,-0.0064043464668479,0.5315060860571225,0.0524276545926565,0.0010062065365004,4.7036683513020074,0.0027039350741932,0.25604638,-1,1,37,0.005923633121716065,1.0
2023-02-20 00:02:38.115,24454.5,24469.69921875,24179.400390625,24338.400390625,26682.037,24348.19285896775,81187,0.0340000018477439,0.0060473272062439,0.0270444694306908,2023-02-20 14:42:02.055,1164,1180,0,-0.0300113780576634,1.0,0.0609967826139743,0.0017931886793878,7.514555100324226,0.0050258478668999,0.27495182,-1,1,38,0.006459249587647875,1.0
2023-02-20 01:05:47.656,24338.30078125,24409.69921875,24136.80078125,24181.69921875,26747.229,24290.52488123965,82824,0.0290000010281801,0.0060488137844289,0.0270511176104418,2023-02-20 09:52:54.846,1165,1173,0,-0.0297012822355728,1.0,0.0609405458089668,0.0016547793881303,7.607281320888698,0.0050831737374753,0.23789679,-1,1,39,0.010546795118205665,1.0
