timestamp,open,high,low,close,volume,vwap,trades,median_trade_size
2023-01-01 02:44:55.987,16530.599609375,16557.099609375,16524.099609375,16536.80078125,5276.483,16540.881109924336,16089,0.023000000044703484
2023-01-01 04:29:00.205,16536.80078125,16542.5,16512.0,16517.19921875,5290.769,16525.072993812308,15059,0.027000000700354576
2023-01-01 06:05:18.886,16517.19921875,16538.400390625,16508.0,16535.5,5282.586,16517.12341590765,15535,0.024000000208616257
2023-01-01 07:16:52.189,16535.5,16545.69921875,16501.599609375,16501.599609375,5282.159,16528.44997547059,10663,0.023000000044703484
2023-01-01 07:48:43.277,16501.5,16524.0,16488.0,16520.5,5289.669,16504.23721297362,9836,0.054999999701976776
2023-01-01 09:25:46.220,16520.599609375,16524.900390625,16496.80078125,16513.69921875,5310.059,16510.201170317356,17051,0.024000000208616257
2023-01-01 10:37:02.152,16513.69921875,16540.30078125,16508.69921875,16529.5,5261.605,16529.89823139564,13626,0.029999999329447746
2023-01-01 12:02:14.106,16529.5,16550.599609375,16527.30078125,16550.5,5280.335,16541.11322794088,15307,0.04899999871850014
2023-01-01 13:00:18.412,16550.5,16565.900390625,16542.900390625,16554.099609375,5274.058,16553.35097366664,12580,0.03799999877810478
2023-01-01 14:19:16.757,16554.19921875,16559.80078125,16530.5,16545.69921875,5279.524,16542.334660193632,14631,0.029999999329447746
2023-01-01 16:02:22.414,16545.69921875,16561.099609375,16524.599609375,16561.099609375,5281.927,16540.917994603522,17530,0.023000000044703484
2023-01-01 16:35:08.350,16561.19921875,16579.0,16552.599609375,16572.5,5268.767,16564.90824576516,9762,0.05400000140070915
2023-01-01 17:27:30.925,16572.5,16589.400390625,16552.69921875,16585.30078125,5270.711,16570.622306112233,11660,0.04100000113248825
2023-01-01 18:13:58.500,16585.30078125,16597.0,16566.400390625,16581.400390625,5274.343,16582.0171013343,12559,0.04500000178813934
2023-01-01 19:19:16.082,16581.400390625,16613.0,16578.80078125,16606.5,5266.102,16593.860448698342,13899,0.035999998450279236
2023-01-01 20:10:45.516,16606.400390625,16615.80078125,16584.80078125,16601.900390625,5245.311,16603.621063178656,13897,0.04399999976158142
2023-01-01 21:11:32.040,16601.900390625,16618.80078125,16584.099609375,16589.0,5263.744,16603.151966731857,14004,0.029999999329447746
2023-01-01 22:53:07.231,16589.099609375,16605.400390625,16579.099609375,16592.19921875,5258.778,16592.325896508275,19437,0.03999999910593033
2023-01-01 23:59:59.975,16592.19921875,16617.400390625,16587.19921875,16610.30078125,5258.654,16604.497907669294,13565,0.03500000014901161
