timestamp,open,high,low,close,volume,vwap,trades,median_trade_size,volatility,daily_vol_est,side,t_value,t1,event_idx,touch_idx,bin,ret,vertical_touch_weights,avg_uniqueness,return_attribution,trend_confidence,trend_weighted_uniqueness
2023-01-01 12:02:14.106,16529.5,16550.599609375,16527.30078125,16550.5,5280.335,16541.11322794088,15307,0.0489999987185001,0.0013228710972053377,0.005916059397641735,1,9.838243116847696,2023-01-02 03:53:32.358,7,21,1,0.00599988610652602,1.0,0.6277777777777779,0.004127528262481637,9.838243116847696,0.037917764581434574
2023-01-01 17:27:30.925,16572.5,16589.400390625,16552.69921875,16585.30078125,5270.711,16570.622306112233,11660,0.0410000011324882,0.0010084458921884938,0.004509907133127793,1,7.816960300679955,2023-01-02 03:54:42.763,12,22,1,0.006352844021588311,1.0,0.4318181818181818,0.0023473141515387786,7.816960300679955,0.02072325962265721
2023-01-02 01:06:54.333,16610.400390625,16618.400390625,16554.5,16554.5,8185.582,16584.456217831834,18685,0.0399999991059303,0.0013244479885337224,0.005923111470048531,1,5.579678836294686,2023-01-02 03:54:42.763,19,22,1,0.008211683808955428,1.0,0.3125,0.0012081457657653785,5.579678836294686,0.010704797607810054
2023-01-02 03:53:32.358,16568.900390625,16655.0,16567.099609375,16650.099609375,8177.562,16599.056693823222,18255,0.0390000008046627,0.0017678733274781437,0.007906169871699753,1,3.6550432897524745,2023-01-04 03:07:56.198,21,71,1,0.010306998308490023,1.0,0.29786025521319615,0.002594778033680088,3.6550432897524745,0.006683813442177927
2023-01-02 07:15:52.243,16660.0,16750.30078125,16659.400390625,16727.099609375,8132.03,16705.196066845758,10013,0.1299999952316284,0.0020652456387359247,0.009236059276897001,-1,-5.110635183164835,2023-01-04 04:03:02.406,26,74,0,-0.00949024955997757,1.0,0.2491334629089728,0.0031732303394246516,5.110635183164835,0.007816749278252787
2023-01-02 13:39:06.622,16729.5,16729.5,16674.30078125,16688.400390625,8126.208,16704.44249786865,24222,0.050000000745058,0.002029019560818961,0.009074051331335932,-1,-3.287130410013486,2023-01-04 03:57:54.305,35,73,0,-0.009636766100966199,1.0,0.19250101750101767,0.000654811983785727,3.287130410013486,0.003884804790780589
2023-01-02 21:58:19.068,16723.30078125,16743.30078125,16702.69921875,16740.80078125,8119.552,16723.109280580553,21883,0.0269999988377094,0.0018475407138030288,0.008262453254524113,1,4.260189804530422,2023-01-04 04:03:02.406,41,74,1,0.008671484565430987,1.0,0.16786881419234362,0.0012142838992922709,4.260189804530422,0.00439054273222157
2023-01-02 23:50:49.854,16701.30078125,16717.400390625,16672.80078125,16673.19921875,8122.5947,16698.043166713593,16203,0.0410000011324882,0.0018587219546980674,0.008312457283952327,1,5.6269516883324355,2023-01-04 03:07:56.198,44,71,1,0.008920604170617352,1.0,0.15562641723356005,0.000783945335488519,5.6269516883324355,0.005376204040546399
2023-01-03 06:01:09.598,16682.599609375,16734.0,16675.19921875,16727.30078125,8865.796,16703.17537432167,19400,0.0399999991059303,0.0018440760778891637,0.008246958931682735,-1,-5.9151273414218,2023-01-04 04:03:02.406,48,74,0,-0.009478222928343882,1.0,0.1539829512051734,0.0017662628540777727,5.9151273414218,0.0055918559435289145
2023-01-03 14:58:33.402,16705.0,16707.5,16657.0,16657.0,8873.234,16684.066205940846,12417,0.0890000015497207,0.001865335795469093,0.008342035279065073,1,9.539338336648663,2023-01-04 03:07:56.198,57,71,1,0.00989264876712248,1.0,0.13716931216931214,0.0007841806136482191,9.539338336648663,0.008033308593637859
2023-01-04 01:13:14.268,16680.900390625,16717.900390625,16645.69921875,16691.0,11416.6045,16674.57517274517,29207,0.0240000002086162,0.0016400076564878018,0.007334337207053698,1,5.766056336958249,2023-01-04 03:07:56.198,68,71,1,0.007853545265811945,1.0,0.12152777777777778,0.0009895704189055695,5.766056336958249,0.004302032381486072
2023-01-04 03:07:56.198,16741.5,16848.0,16738.0,16822.599609375,11328.427,16800.703989146557,15999,0.1120000034570694,0.0018439304195734356,0.008246307527891822,1,2.5338694765544827,2023-01-04 18:51:31.791,71,91,1,0.008647227234121146,1.0,0.3211640211640211,0.0018719891558433583,2.5338694765544827,0.004996091274182829
2023-01-04 04:03:02.406,16850.0,16904.400390625,16850.0,16886.599609375,11277.439,16875.142024586083,15821,0.0799999982118606,0.0017879643590289875,0.007996019696271311,-1,-2.3954624674089104,2023-01-06 02:34:14.242,74,116,1,0.0039458082708616615,0.5031702075602009,0.24673311184939076,0.0006417486123874294,2.3954624674089104,0.003628574497460259
2023-01-04 10:51:51.798,16864.80078125,16867.0,16824.5,16832.0,11280.878,16841.557468804895,32347,0.0240000002086162,0.0018404137531507219,0.008230580517541063,1,3.0147313477397684,2023-01-06 09:20:02.484,80,119,0,-0.0038035879897151403,0.23307486526645677,0.2090476190476192,0.0008860026636051591,3.0147313477397684,0.003869127839502295
2023-01-04 16:33:39.966,16829.599609375,16890.80078125,16829.599609375,16865.400390625,11320.691,16866.318881813815,21407,0.0520000010728836,0.001793355782493092,0.008020130874993762,-1,-6.878333872040849,2023-01-06 13:03:11.909,87,123,1,0.009939348971773398,1.0,0.18185328185328203,0.0008952932294103501,6.878333872040849,0.007679335338950702
2023-01-04 18:51:31.791,16921.80078125,16980.0,16919.400390625,16968.69921875,11235.624,16948.41819050392,20762,0.0570000000298023,0.001759374805027453,0.007868163323883648,-1,-5.4197790791081335,2023-01-04 19:28:03.070,91,94,1,0.008760200140656593,1.0,0.19166666666666668,0.0010995577269628182,5.4197790791081335,0.006377455123285648
2023-01-04 19:02:14.065,16968.69921875,16984.599609375,16893.099609375,16893.599609375,11225.647,16946.867397460075,20138,0.0570000000298023,0.001979863362773195,0.008854218130644381,-1,-4.44349583229511,2023-01-06 11:06:53.313,92,121,1,0.008864982716472625,1.0,0.17206349206349214,0.0023458768777464417,4.44349583229511,0.004693888261985365
