timestamp,open,high,low,close,volume,vwap,trades,median_trade_size
2023-01-01 06:05:18.886,16536.80078125,16542.5,16508.0,16535.5,10573.3545,16521.10128105613,30594,0.026000000536441803
2023-01-01 07:48:43.277,16535.5,16545.69921875,16488.0,16520.5,10571.828,16516.334994091532,20499,0.035999998450279236
2023-01-01 10:37:02.152,16520.599609375,16540.30078125,16496.80078125,16529.5,10571.664,16520.004561210757,30677,0.027000000700354576
2023-01-01 13:00:18.412,16529.5,16565.900390625,16527.30078125,16554.099609375,10554.393,16547.228461764007,27887,0.04399999976158142
2023-01-01 16:02:22.414,16554.19921875,16561.099609375,16524.599609375,16561.099609375,10561.451,16541.626166234008,32161,0.026000000536441803
2023-01-01 17:27:30.925,16561.19921875,16589.400390625,16552.599609375,16585.30078125,10539.478,16567.765802910246,21422,0.04699999839067459
2023-01-01 19:19:16.082,16585.30078125,16613.0,16566.400390625,16606.5,10540.445,16587.93414518839,26458,0.03999999910593033
2023-01-01 21:11:32.040,16606.400390625,16618.80078125,16584.099609375,16589.0,10509.055,16603.386103554873,27901,0.035999998450279236
2023-01-01 23:59:59.975,16589.099609375,16617.400390625,16579.099609375,16610.30078125,10517.432,16598.411830339577,33002,0.03999999910593033
2023-01-02 02:14:20.429,16610.400390625,16618.400390625,16541.19921875,16568.900390625,16389.252,16569.60145322559,35858,0.03999999910593033
2023-01-02 03:54:42.763,16568.900390625,16700.69921875,16567.099609375,16691.0,16318.089,16636.353739724593,29439,0.05700000002980232
2023-01-02 05:39:16.834,16691.099609375,16691.69921875,16612.80078125,16634.0,16311.412,16643.148140316796,35665,0.0560000017285347
2023-01-02 07:15:52.243,16634.0,16750.30078125,16627.80078125,16727.099609375,16289.589,16672.99372138318,29413,0.05900000035762787
2023-01-02 07:32:11.377,16727.099609375,16767.80078125,16704.0,16725.099609375,16227.054,16725.71390492818,27275,0.07199999690055847
2023-01-02 08:17:54.114,16725.19921875,16764.0,16701.0,16758.0,16230.506,16730.62854366921,32307,0.052000001072883606
2023-01-02 10:09:09.144,16758.0,16758.0,16703.19921875,16750.0,16235.2705,16725.809553503095,39477,0.04600000008940697
2023-01-02 12:36:28.807,16750.0,16759.80078125,16696.0,16729.599609375,16229.9375,16723.44060151189,43472,0.05000000074505806
