timestamp,open,high,low,close,volume,vwap,trades,median_trade_size,log_return,vol_ewm_10,vol_ewm_50,vol_ewm_100,vol_parkinson,vol_atr_14,vol_bb_pct_b_20,trend_variance_ratio_20,ms_roll_spread_20,ms_cs_spread_20,ms_cs_spread_rolling_20,ms_amihud_20,ent_shannon_50,ent_lz_50,ent_rate_50,ema_short,ema_long,log_dist_ema_short,log_dist_ema_long,ema_diff,rsi_14,mom_roc_10,mom_stoch_k_14,corr_pv_10,liq_amihud,vol_rel_20,flow_accel_20,vol_vpin_50,ser_corr_lag_1,ser_corr_lag_5,ser_corr_lag_10,ffd_log_price,bin,t1,avg_uniqueness,return_attribution,side,t_value
2023-01-11 22:56:35.770,17530.5,17583.099609375,17503.80078125,17570.0,12747.104,17542.341084729884,26555,0.0509999990463256,0.0022506811398215858,0.002480561931597336,0.0023033857224930873,0.0021371710024981117,7.369186515594703e-06,67.62876674107143,0.9179009042816477,1.405561919788971,0.0006637228778863307,0.0025951515666286958,0.0016672090936093176,8.692244795859552e-12,1.4277254052800654,2.2575424759098897,1.269902905718936,17496.33024472332,17448.540057112816,0.004201743561244697,0.006936921399463003,47.79018761050611,64.12641999667676,1.330498972596799,93.27670691335328,0.23583148219407515,1.0049181289405354e-05,0.9939554694077328,-1.1056423417206374,1.0,-0.20583829042394058,0.07209390281317707,-0.12877613633370497,0.5212193760866475,1,2023-01-11 23:33:26.994,0.2375,0.0046127184232861,1,10.591625553742183
2023-01-12 12:33:30.572,18160.19921875,18277.599609375,18157.099609375,18270.900390625,17782.277,18198.207395649748,44181,0.0430000014603138,0.006071715759849354,0.0035295582486374903,0.003176644101242696,0.0028431422641831414,1.578052408692552e-05,115.41434151785714,0.8156934845495419,0.6344395238732946,0.0005885811148985083,0.00015646814748914922,0.002546216683635542,9.082954507388476e-12,1.360964047443681,2.1446653521143952,1.3077205633934725,18148.16194853136,18005.612778416198,0.006740366110664198,0.014626121326781316,142.54917011516227,71.1022680005961,0.5530973332423256,73.07620242440042,0.06559489554168814,1.868805533425929e-05,1.0606799163120955,-1.0152901320121095,1.0,0.05753119934846857,-0.03536776454094939,0.03961653822125124,0.5296698681956684,0,2023-01-12 14:43:42.439,0.183015873015873,0.0013438396801499,1,9.555037581538476
2023-01-12 13:31:29.227,18175.0,18377.400390625,18088.0,18144.80078125,17802.455,18180.27816065802,38162,0.1099999994039535,-0.004942268062414089,0.0035186217461521266,0.00324185022670778,0.002894972153485427,9.087177860293473e-05,138.39285714285714,0.44628766703047096,0.9533007926944674,0.0009333948558216666,0.007757041231569459,0.002761008670817718,8.960954389694203e-12,1.3661080623727542,2.1446653521143952,1.3176379370779598,18179.455647102175,18061.339087971257,-0.001908084556928813,0.004610369479607357,118.11655913091818,57.13489005302067,-0.456436354783849,48.20385155116506,-0.009089987704630532,1.5300097429010957e-05,0.998756991116746,-1.102226394024797,1.0,0.06792127346420161,-0.04846349401256305,0.023051118796066836,0.518978692116403,1,2023-01-12 17:37:06.790,0.1554894179894179,0.0014921542353634,1,11.65151346447952
2023-01-12 13:36:14.254,18035.400390625,18244.0,18021.30078125,18244.0,17838.545,18145.55483574006,31196,0.1000000014901161,0.011499743984909296,0.006366093455024636,0.004014032503230883,0.0033611993391450302,5.440518314461553e-05,151.08579799107142,0.719214800541433,1.3135201312635112,0.002539360201220228,0.005481443619179809,0.003312268319751624,1.1033364937925336e-11,1.3209242772281589,1.9189111045234062,1.2248463828511442,18170.632792266944,18073.09046573067,0.004029550836072815,0.009412141434935961,97.54232653627332,60.57408837147942,0.6093693991783165,68.33768066534,-0.08015491811802955,3.5335291635079163e-05,1.0018057055118506,-1.0979179993539587,1.0,-0.002312802990721332,-0.13907851063562174,0.011056234160785331,0.5296787488903378,1,2023-01-12 17:37:54.111,0.155812324929972,0.0076285577572635,1,10.802527065278657
2023-01-12 14:54:19.692,17964.599609375,18042.0,17920.099609375,17922.30078125,17998.838,17982.228620804915,38533,0.0560000017285347,-0.0023628866846878826,0.004421366411513786,0.004229540173092705,0.003627546764693074,1.6576696305042137e-05,169.07840401785714,-0.080106080484876,1.4608611445971247,0.004472977439159423,0.001297204295509718,0.0035296675037017468,1.2076153145079055e-11,1.3221791902022728,2.1446653521143952,1.2304758985195279,18103.907710169104,18089.041535571076,-0.010082019443046875,-0.009260523779174079,14.86617459802801,40.90572185535535,-0.627097857133188,3.190813117233299,-0.22903933065347187,7.3249500125888926e-06,1.0097449086735322,-1.0962665736036457,1.0,-0.018636398904956896,-0.15368880221442413,0.15615609189006469,0.5135321501094943,1,2023-01-12 17:34:34.770,0.1478174603174603,0.0027282306274384,1,9.400755889922522
2023-01-12 16:20:41.686,18073.0,18123.0,18045.69921875,18116.900390625,17898.604,18085.698334217075,45456,0.0359999984502792,0.002426114008847584,0.004874578944586997,0.004304231337517922,0.003700481026237857,6.589885184195511e-06,133.17145647321428,0.427516880554751,1.584662576493237,0.004607540137489002,0.003489994960109975,0.0038880951530446736,1.2567846323843178e-11,1.3209242772281589,2.1446653521143952,1.2150700311284366,18098.291435288498,18088.878257348533,0.0010276878865518313,0.001547937369020147,9.413177939964953,51.79768732649847,-0.1823669938016529,45.91885071921146,-0.002026147265395155,7.48183539939254e-06,1.0035949021981467,-1.090699887305106,1.0,-0.05769083187466927,-0.19100947875447374,0.23682996471758105,0.5230498464646836,1,2023-01-12 17:37:54.111,0.1654761904761904,0.0067385346948652,1,6.210873894948108
2023-01-13 10:53:54.017,18880.099609375,19050.0,18851.099609375,18996.30078125,20197.564,18960.257237377387,42094,0.0549999997019767,0.006135827863360431,0.003819466865618994,0.004747072133142409,0.004465708158220894,3.9732890879262e-05,137.95744977678572,0.9101322745707604,1.6330151790405762,0.002066939131055708,0.005861098239293385,0.0032739743300505483,9.98997540149587e-12,1.1069641158553871,2.031788228318901,1.0753161825254218,18880.223988817495,18791.548192658163,0.006129240025618543,0.010837059955781214,88.6757961593321,61.55227245356309,0.9721814601689018,69.75569223716381,-0.29175836879088063,1.599208674617572e-05,1.0967224346877453,-0.9682255974149947,1.0,0.04345115673109696,0.08874536179098541,0.0465596476233759,0.5316600612550513,1,2023-01-13 20:41:19.364,0.1691511387163561,0.0042300467463671,1,16.22177989494001
2023-01-13 15:23:53.526,19138.69921875,19220.0,19068.0,19175.0,20002.592,19147.775350489606,40541,0.0649999976158142,0.0018792091973837688,0.0028428698343452973,0.00430700769622589,0.0042706650106487136,2.2737405934516774e-05,122.25013950892857,1.0418642008726704,1.2443072864217644,0.001964705429997376,0.0049449796151112505,0.003912721165467214,8.429630624769917e-12,1.097455974645788,2.2575424759098897,1.041182913850418,19012.028092696804,18908.377394426705,0.008535510872897945,0.014002275010902565,103.65069827009938,66.61945310761519,1.5619641671729627,89.9888765294772,-0.15698819473866849,4.899519383132193e-06,1.0115719531563196,-1.0773511116420098,1.0,0.16560561545266364,0.14062736156400887,-0.10050747040255073,0.5313774870536152,1,2023-01-13 21:38:20.526,0.2001400560224089,0.0055225212361691,1,17.311579815298533
2023-01-14 00:37:19.837,20383.099609375,20511.0,20321.80078125,20511.0,22929.988,20412.65637438663,50322,0.0740000009536743,0.006255220625209959,0.005930057160006621,0.004842856889094357,0.004596046410556802,3.0974270938526536e-05,192.33579799107142,0.9947170003477229,1.1307636969183033,0.002676774572062992,0.0010037091645462163,0.003457493862485811,1.021675943025152e-11,1.1585488318903812,2.031788228318901,1.0515151810167263,20059.346557576093,19759.254234304553,0.022266119994537092,0.03733937717118074,300.0923232715395,82.13675073646093,3.59562002651833,100.0,0.5024137625290678,1.3300010077810756e-05,1.123649427075702,-0.9290851510036547,1.0,0.06676196783570891,0.0773631909285207,0.2466387872716454,0.5478531296725091,0,2023-01-14 00:38:45.993,0.4166666666666666,0.0103569073025517,-1,-3.7086272985332425
2023-01-14 12:34:40.483,20597.099609375,20988.0,20586.0,20902.30078125,22449.45,20812.900413002106,54152,0.0630000010132789,0.014723476285222475,0.009582558055326726,0.008047503805429509,0.006955469472880261,0.0001348994234749759,236.94266183035714,0.6609747107335531,2.096651327067533,0.008033150057921176,0.0038354623147147187,0.005071588313032521,1.5355473941275376e-11,1.2424272282706346,2.1446653521143952,1.1563477768140076,20678.760202745092,20620.794966855614,0.010752141807399695,0.01355920709967151,57.96523588947821,57.54821189310108,-0.5126093229414564,80.35388411171292,0.06754588055308926,3.137693823447101e-05,0.9975156962773598,-1.0885601515506973,1.0,0.03491238352512868,0.014217943977135787,0.09468787248260535,0.5456983546176462,1,2023-01-16 10:48:43.003,0.2226950354609929,0.0003902847626108,-1,-3.6858388839674943
