timestamp,path_0,path_1,path_2,path_3,path_4
2023-02-17 15:05:21.612,0.43700483935845696,0.4544911275824817,0.359762250488341,0.43249700257535056,0.39808145810708634
2023-02-17 15:42:09.405,0.45700310859117615,0.4980561780940698,0.4035068899098778,0.4760337986365356,0.49389042684358836
2023-02-17 16:08:27.037,0.4281095732392321,0.48028399021590507,0.37859192677903075,0.45492651293243086,0.4527139944146533
2023-02-17 16:27:26.610,0.42055303603402133,0.44399185631089777,0.34918162617840903,0.4196876396531198,0.4042687682832344
2023-02-17 16:55:51.299,0.4331523387988623,0.4645867498681298,0.3508643125089296,0.42560355600287897,0.4138469819515644
2023-02-17 17:15:17.338,0.4437248809431884,0.4728963993114146,0.3998174334567002,0.4534863274655346,0.45671224723217796
2023-02-17 17:32:52.701,0.43651806398776793,0.4731604472579278,0.38715434510977753,0.4529556515166879,0.443806554486785
2023-02-17 17:59:56.520,0.4429983335939243,0.4562544634481708,0.3748998679524121,0.4524718715014538,0.45160927210541124
2023-02-17 19:00:49.721,0.44067831503558164,0.46309831016688036,0.3778040797750089,0.4642908447908702,0.47538191064073015
2023-02-17 19:50:28.019,0.42921312455991684,0.43855073734497746,0.3749839956970633,0.45266747880049635,0.4454719724524867
2023-02-17 20:09:09.274,0.45723428295603763,0.5211439358462684,0.41381000381239275,0.3883419780020726,0.4368411845032041
2023-02-17 20:20:49.494,0.46594056859109384,0.500681048400052,0.4102696480203998,0.3929467257101471,0.4240696037289161
2023-02-17 20:42:04.425,0.4551780470576135,0.4621686277153141,0.40463765561292986,0.4603317384245659,0.44269734414128226
2023-02-17 21:30:50.061,0.45030153199834133,0.437686431590842,0.3878809104264885,0.4452155657578653,0.45876895245042143
2023-02-17 22:04:57.216,0.436414194888345,0.4451652310211339,0.39123142928481025,0.43502233037561255,0.4416938974406064
2023-02-17 22:15:43.616,0.42502376227307037,0.42299428426516295,0.43341366402445725,0.44550801593036216,0.43906096239058245
2023-02-17 22:40:03.316,0.4218156584368691,0.42757993496378993,0.39600179114962486,0.44883517271012546,0.44516087748286853
2023-02-17 23:22:13.574,0.41649662325806835,0.4011218730398503,0.3943893420834062,0.4312573856166406,0.4326314089396692
