cluster_id,features,mean_importance,std_importance
5,['vol_rel_20'],0.00509658047432715,0.0021429592309529072
1,"['vol_bb_pct_b_20', 'log_dist_ema_short', 'log_dist_ema_long', 'ema_diff', 'rsi_14', 'mom_roc_10', 'mom_stoch_k_14']",0.0015334931592166923,0.002836614269684661
6,['trend_variance_ratio_20'],0.0006563015612815138,0.001177317729393522
7,['corr_pv_10'],-1.2478203016375034e-05,0.00032934230855482047
4,"['vol_parkinson', 'liq_amihud']",-0.0007172931726383558,0.0005738584616729608
3,"['vol_ewm_10', 'vol_ewm_50', 'vol_ewm_100']",-0.001283411951019775,0.0009123158134738963
2,"['vol_atr_14', 'ema_short', 'ema_long', 'ffd_log_price']",-0.0014483560466300506,0.0023880953186562943
