timestamp,close,discretized_size,pos,ret,raw_strat_ret,pos_diff,turnover_costs,strat_ret,cum_ret
2023-01-01 02:44:55.987,16536.80078125,,0.0,,,,,0.0,1.0
2023-01-01 04:29:00.205,16517.19921875,,0.0,-0.001185329784115452,-0.0,0.0,0.0,-0.0,1.0
2023-01-01 06:05:18.886,16535.5,,0.0,0.0011079833213627488,0.0,0.0,0.0,0.0,1.0
2023-01-01 07:16:52.189,16501.599609375,,0.0,-0.0020501581823954007,-0.0,0.0,0.0,-0.0,1.0
2023-01-01 07:48:43.277,16520.5,,0.0,0.0011453671809042998,0.0,0.0,0.0,0.0,1.0
2023-01-01 09:25:46.220,16513.69921875,,0.0,-0.00041165710783575005,-0.0,0.0,0.0,-0.0,1.0
2023-01-01 10:37:02.152,16529.5,,0.0,0.0009568286936012527,0.0,0.0,0.0,0.0,1.0
2023-01-01 12:02:14.106,16550.5,,0.0,0.0012704558516591913,0.0,0.0,0.0,0.0,1.0
2023-01-01 13:00:18.412,16554.099609375,,0.0,0.0002174924851212623,0.0,0.0,0.0,0.0,1.0
2023-01-01 14:19:16.757,16545.69921875,,0.0,-0.0005074507719068366,-0.0,0.0,0.0,-0.0,1.0
2023-01-01 16:02:22.414,16561.099609375,,0.0,0.0009307790756614143,0.0,0.0,0.0,0.0,1.0
2023-01-01 16:35:08.350,16572.5,,0.0,0.000688383675836679,0.0,0.0,0.0,0.0,1.0
2023-01-01 17:27:30.925,16585.30078125,,0.0,0.0007724109971338766,0.0,0.0,0.0,0.0,1.0
2023-01-01 18:13:58.500,16581.400390625,,0.0,-0.00023517153390484324,-0.0,0.0,0.0,-0.0,1.0
2023-01-01 19:19:16.082,16606.5,,0.0,0.0015137207222370996,0.0,0.0,0.0,0.0,1.0
2023-01-01 20:10:45.516,16601.900390625,,0.0,-0.0002769764474753744,-0.0,0.0,0.0,-0.0,1.0
2023-01-01 21:11:32.040,16589.0,,0.0,-0.000777043008418743,-0.0,0.0,0.0,-0.0,1.0
2023-01-01 22:53:07.231,16592.19921875,,0.0,0.0001928518144553859,0.0,0.0,0.0,0.0,1.0
2023-01-01 23:59:59.975,16610.30078125,,0.0,0.0010909682472679538,0.0,0.0,0.0,0.0,1.0
2023-01-02 01:06:54.333,16554.5,,0.0,-0.003359408236182526,-0.0,0.0,0.0,-0.0,1.0
2023-01-02 02:14:20.429,16568.900390625,,0.0,0.0008698777145186298,0.0,0.0,0.0,0.0,1.0
2023-01-02 03:53:32.358,16650.099609375,,0.0,0.004900700519386625,0.0,0.0,0.0,0.0,1.0
2023-01-02 03:54:42.763,16691.0,,0.0,0.0024564652215035565,0.0,0.0,0.0,0.0,1.0
2023-01-02 04:17:24.930,16630.0,,0.0,-0.003654664190282153,-0.0,0.0,0.0,-0.0,1.0
2023-01-02 05:39:16.834,16634.0,,0.0,0.00024052916416117398,0.0,0.0,0.0,0.0,1.0
2023-01-02 07:14:27.477,16660.0,,0.0,0.0015630636046650714,0.0,0.0,0.0,0.0,1.0
2023-01-02 07:15:52.243,16727.099609375,,0.0,0.004027587597539073,0.0,0.0,0.0,0.0,1.0
2023-01-02 07:19:12.271,16724.69921875,,0.0,-0.0001435030986277619,-0.0,0.0,0.0,-0.0,1.0
2023-01-02 07:32:11.377,16725.099609375,,0.0,2.394007926609376e-05,0.0,0.0,0.0,0.0,1.0
2023-01-02 07:58:02.199,16712.400390625,,0.0,-0.0007592910683104082,-0.0,0.0,0.0,-0.0,1.0
2023-01-02 08:17:54.114,16758.0,,0.0,0.0027284895232990714,0.0,0.0,0.0,0.0,1.0
2023-01-02 09:03:08.509,16717.30078125,,0.0,-0.0024286441550304128,-0.0,0.0,0.0,-0.0,1.0
2023-01-02 10:09:09.144,16750.0,,0.0,0.0019560106728877535,0.0,0.0,0.0,0.0,1.0
2023-01-02 11:17:49.592,16712.599609375,,0.0,-0.002232859141791055,-0.0,0.0,0.0,-0.0,1.0
2023-01-02 12:36:28.807,16729.599609375,,0.0,0.0010171966299283852,0.0,0.0,0.0,0.0,1.0
2023-01-02 13:39:06.622,16688.400390625,,0.0,-0.002462654200457548,-0.0,0.0,0.0,-0.0,1.0
2023-01-02 14:35:08.066,16674.099609375,,0.0,-0.0008569294189534338,-0.0,0.0,0.0,-0.0,1.0
2023-01-02 15:16:54.088,16714.099609375,,0.0,0.002398930133385324,0.0,0.0,0.0,0.0,1.0
2023-01-02 15:57:27.162,16728.599609375,,0.0,0.0008675310270298553,0.0,0.0,0.0,0.0,1.0
2023-01-02 17:06:51.734,16709.69921875,,0.0,-0.0011298250341533755,-0.0,0.0,0.0,-0.0,1.0
2023-01-02 19:47:04.956,16723.30078125,,0.0,0.0008139920606553552,0.0,0.0,0.0,0.0,1.0
2023-01-02 21:58:19.068,16740.80078125,,0.0,0.00104644413378141,0.0,0.0,0.0,0.0,1.0
2023-01-02 22:06:50.094,16743.400390625,,0.0,0.0001552858437878779,0.0,0.0,0.0,0.0,1.0
2023-01-02 22:57:34.179,16701.30078125,,0.0,-0.0025144002050248027,-0.0,0.0,0.0,-0.0,1.0
2023-01-02 23:50:49.854,16673.19921875,,0.0,-0.0016825972340758222,-0.0,0.0,0.0,-0.0,1.0
2023-01-03 00:17:57.274,16684.19921875,,0.0,0.0006597414122917478,0.0,0.0,0.0,0.0,1.0
2023-01-03 01:38:58.264,16656.400390625,,0.0,-0.0016661769474533017,-0.0,0.0,0.0,-0.0,1.0
2023-01-03 04:24:28.703,16682.69921875,,0.0,0.0015789022542831432,0.0,0.0,0.0,0.0,1.0
2023-01-03 06:01:09.598,16727.30078125,,0.0,0.0026735219472080463,0.0,0.0,0.0,0.0,1.0
2023-01-03 06:30:57.408,16765.099609375,,0.0,0.002259708761103152,0.0,0.0,0.0,0.0,1.0
2023-01-03 07:43:59.980,16715.400390625,,0.0,-0.0029644451812388395,-0.0,0.0,0.0,-0.0,1.0
2023-01-03 09:01:17.861,16710.900390625,,0.0,-0.00026921281541802955,-0.0,0.0,0.0,-0.0,1.0
2023-01-03 10:26:20.194,16731.19921875,,0.0,0.0012147058297582447,0.0,0.0,0.0,0.0,1.0
2023-01-03 12:25:48.354,16717.30078125,,0.0,-0.0008306898578090971,-0.0,0.0,0.0,-0.0,1.0
2023-01-03 13:56:09.114,16714.69921875,,0.0,-0.00015562096620991284,-0.0,0.0,0.0,-0.0,1.0
2023-01-03 14:39:55.256,16740.0,,0.0,0.0015136845072041272,0.0,0.0,0.0,0.0,1.0
2023-01-03 14:52:32.239,16705.0,,0.0,-0.0020908004778972256,-0.0,0.0,0.0,-0.0,1.0
2023-01-03 14:58:33.402,16657.0,,0.0,-0.002873391200239439,-0.0,0.0,0.0,-0.0,1.0
2023-01-03 15:00:48.658,16657.5,,0.0,3.001741009778236e-05,0.0,0.0,0.0,0.0,1.0
2023-01-03 15:18:34.061,16635.30078125,,0.0,-0.001332686102356262,-0.0,0.0,0.0,-0.0,1.0
2023-01-03 15:30:52.896,16628.30078125,,0.0,-0.00042079191065125254,-0.0,0.0,0.0,-0.0,1.0
2023-01-03 15:59:40.151,16669.099609375,,0.0,0.002453577708373178,0.0,0.0,0.0,0.0,1.0
2023-01-03 16:34:02.673,16637.5,,0.0,-0.0018956998347545717,-0.0,0.0,0.0,-0.0,1.0
2023-01-03 17:13:09.576,16633.80078125,,0.0,-0.000222342223891836,-0.0,0.0,0.0,-0.0,1.0
